﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿Change;Excluded;Name;Original;en;es-latam
;;;I take a bite out of the egg.;I take a bite out of the egg.;Le doy un mordisco al huevo.
;;;...\| it tastes nice.;...\| it tastes nice.;...\| sabe bien.
;;;Felix;Felix;Felix
;;Felix;"I've been getting a lot of weird DMs from some of
the girls here, they're quite disturbing actually ...";"I've been getting a lot of weird DMs from some of
the girls here, they're quite disturbing actually ...";
;;Felix;Nice trumpet dude.;Nice trumpet dude.;
;;;I probably shouldn't leave while I have school ...;I probably shouldn't leave while I have school ...;
;;;"The door is locked.
I think this is the janitor's closet.";"The door is locked.
I think this is the janitor's closet.";"Está cerrado.
Creo que este es el cuarto de limpieza."
;;;Use key;Use key;Usar llave
;;;Not yet;Not yet;No usar
;;;The locker is locked.;The locker is locked.;El casillero está cerrado.
;;;Hannah;Hannah;Hannah
;;Hannah;You see that guy over there?;You see that guy over there?;
;;;Yeah?;Yeah?;
;;;Nope;Nope;
;;Hannah;He is probably the hottest guy in the entire school ...;He is probably the hottest guy in the entire school ...;
;;Hannah;"He asked me if I had a spare pencil in class
yesterday, ME out of all people!";"He asked me if I had a spare pencil in class
yesterday, ME out of all people!";
;;Hannah;Stop acting stupid ...;Stop acting stupid ...;
;;Hannah;I think he might like me ...;I think he might like me ...;
;;;Can you help me?;Can you help me?;
;;Hannah;Huh? Uhmm sure.;Huh? Uhmm sure.;
;;;I need toilet paper;I need toilet paper;
;;Hannah;"Is there none in the men's restroom?\|
Give me a second ...";"Is there none in the men's restroom?\|
Give me a second ...";
;;Hannah;Here ya go.;Here ya go.;
;;;I'm too busy right now, I should talk to her later.;I'm too busy right now, I should talk to her later.;
;;;I probably shouldn't go in there.;I probably shouldn't go in there.;
;;;This is the men's restroom.;This is the men's restroom.;
;;;"This is the women's restroom.\.
Probably shouldn't enter here...";"This is the women's restroom.\.
Probably shouldn't enter here ...";
;;;There's a trumpet in the locker.;There's a trumpet in the locker.;Hay una trompeta en el casillero.
;;;The locker is empty.;The locker is empty.;El casillero está vacío.
;;Haven;Looks like I arrived faster than you did!;Looks like I arrived faster than you did!;¡Parece que llegué antes que tú! *Jeje*
;;Haven;"Have you talked to the students here? They're
all so interesting in their own ways ...";"Have you talked to the students here? They're
all so interesting in their own ways ...";"¿Y pudiste hablar con algún estudiante?
Es increíble cómo cada uno de ellos tiene lo suyo."
;;Haven;...\| Oh! Do you want to \c[1]save\c[0] your thoughts?;...\| Oh! Do you want to \c[1]save\c[0] your thoughts?;...\| ¡Oh! ¿Quieres \c[1]guardar\c[0] algún recuerdo?
;;Haven;Alright!;Alright!;¡Listo, Calixto!
;;Haven;Okay, let me know if you change your mind.;Okay, let me know if you change your mind.;Okidoki.
;;Haven;"If you happen to get lost here, or don't know
what to do ...";"If you happen to get lost here, or don't know
what to do ...";"Si te llegas a perder o no sabes muy bien
qué hacer..."
;;Haven;Then talk to me, I'll do my best to help you out!;Then talk to me, I'll do my best to help you out!;"Puedes venir y hablar conmigo.
Eso me haría muy feliz"
;;Haven;You know I try my best to always help ...;You know I try my best to always help ...;Siempre puedes contar conmigo.
;;Haven;Hi! Do you want my help?;Hi! Do you want my help?;Hey, ¿quieres que te ayude?
;;;\c[1]Save\c[0];\c[1]Save\c[0];\c[1]Guardar\c[0]
;;;What do I do?;What do I do?;¿Qué debo hacer?
;;Haven;"A basketball?
It probably belongs in the gym, right?";"A basketball?
It probably belongs in the gym, right?";
;;Haven;"You found a trumpet?
Maybe someone lost it ...";"You found a trumpet?
Maybe someone lost it ...";
;;Haven;"I think there's a music class in this school.
You could check there!";"I think there's a music class in this school.
You could check there!";
;;Haven;Jeffery gave you keys to the janitor's closet?;Jeffery gave you keys to the janitor's closet?;
;;Haven;"If I remember correctly, the closet should be
to the left!";"If I remember correctly, the closet should be
to the left!";
;;Haven;"You helped Mika out with her drawing? That's so
nice of you!";"You helped Mika out with her drawing? That's so
nice of you!";
;;Haven;"She even gave you a CD? That's lovely!
Maybe there's a CD player you can use to play it?";"She even gave you a CD? That's lovely!
Maybe there's a CD player you can use to play it?";
;;Haven;"Oh, you got the toilet paper?\!
You should give it to that poor guy!";"Oh, you got the toilet paper?\!
You should give it to that poor guy!";
;;Haven;He must be suffering in there ...;He must be suffering in there ...;
;;Haven;...\. You found toilet paper?;...\. You found toilet paper?;
;;Haven;"Uhmm ...\| That's nice!
I'm not sure how I can help you with that ...";"Uhmm ...\| That's nice!
I'm not sure how I can help you with that ...";
;;Haven;"You should probably fill that cup with water, like
Jeffery asked!";"You should probably fill that cup with water, like
Jeffery asked!";
;;Haven;"There should be a kettle filled with water in
the janitor's closet, right?";"There should be a kettle filled with water in
the janitor's closet, right?";
;;Haven;How nice of you to help Jeffery out!;How nice of you to help Jeffery out!;
;;Haven;"You should maybe give him the cup though, he
sounded pretty stressed out ...";"You should maybe give him the cup though, he
sounded pretty stressed out ...";
;;Haven;Jeffery gave you a tea bag? That's so kind of him!;Jeffery gave you a tea bag? That's so kind of him!;
;;Haven;"I think I saw a small girl drinking a cup of tea
earlier, maybe she would appreciate it?";"I think I saw a small girl drinking a cup of tea
earlier, maybe she would appreciate it?";
;;Haven;Unless you want to drink it yourself, of course!;Unless you want to drink it yourself, of course!;
;;Haven;"The last time I saw her, she was heading
towards the courtyard.";"The last time I saw her, she was heading
towards the courtyard.";
;;Haven;"Vee gave you her poetry book?
I didn't know she'd like poetry!";"Vee gave you her poetry book?
I didn't know she'd like poetry!";
;;Haven;"It's so nice to see you helping others, and
listening to what they have to say!";"It's so nice to see you helping others, and
listening to what they have to say!";
;;Haven;"I think the people in the library would really
appreciate some good poetry!";"I think the people in the library would really
appreciate some good poetry!";
;;Haven;"There's no toilet paper in the stalls?\.
Hmmm ...";"There's no toilet paper in the stalls?\.
Hmmm ...";
;;Haven;"I suppose there would be no harm in asking a girl
to check if there's any in the women's restroom ...";"I suppose there would be no harm in asking a girl
to check if there's any in the women's restroom ...";
;;Haven;"...\| What, you want me to check?\.
I can't do everything for you, you know!";"...\| What, you want me to check?\.
I can't do everything for you, you know!";
;;Haven;"I heard there was someone stuck in the boys
restroom, maybe you should check it out!";"I heard there was someone stuck in the boys
restroom, maybe you should check it out!";
;;Haven;"I can’t imagine how horrible it would be to be
stuck there!";"I can’t imagine how horrible it would be to be
stuck there!";
;;Haven;Have you talked to Jeffrey yet?;Have you talked to Jeffrey yet?;
;;Haven;"He's in one of the classrooms, and was looking
pretty stressed out!";"He's in one of the classrooms, and was looking
pretty stressed out!";
;;Haven;"Have you checked out the gym? I heard someone
lost something there ...";"Have you checked out the gym? I heard someone
lost something there ...";
;;Haven;"It might be worth exploring a bit, talking to
some of the students and maybe even helping!";"It might be worth exploring a bit, talking to
some of the students and maybe even helping!";
;;Haven;Let me know if you need my help!;Let me know if you need my help!;
;;Haven;Looks like school's done for today!;Looks like school's done for today!;Bueno, creo que eso es todo por el día de hoy.
;;;Save;Save;Guardar
;;;Bruno;Bruno;
;;Bruno;"\etalk[37]Hey Penny, what's with the ... \|uhh\|
pan on your head?";"\etalk[37]Hey Penny, what's with the ... \|uhh\|
pan on your head?";
;;;Penny;Penny;
;;Penny;\etalk[36]What about it?;\etalk[36]What about it?;
;;Bruno;\etalk[37]I just haven't seen anyone wear a pan before ...;\etalk[37]I just haven't seen anyone wear a pan before ...;
;;Penny;"\etalk[36]I'm trying to start a new trend here! I think it
could really catch on.";"\etalk[36]I'm trying to start a new trend here! I think it
could really catch on.";
;;;Panny;Panny;
;;Panny;"\etalk[36]Just wait, you'll see everyone wearing one soon!\.
I'm even gonna call myself Panny now!";"\etalk[36]Just wait, you'll see everyone wearing one soon!\.
I'm even gonna call myself Panny now!";
;;Bruno;\etalk[37]Mhmm.\. Sure.;\etalk[37]Mhmm.\. Sure.;
;;;Mika;Mika;Mika
;;Mika;\etalk[9]And a little of this, and some of that ...;\etalk[9]And a little of this, and some of that ...;\etalk[9]Y quizá un poco de esto, y una pizca de...
;;Mika;\etalk[9]Ugh ...\. that doesn't look right ...;\etalk[9]Ugh ...\. that doesn't look right ...;\etalk[9]Ay...\. No está quedando bien...
;;;What are you doing?;What are you doing?;¿Qué haces?
;;Mika;\etalk[9]Oh, I'm just finishing up something I'm working on.;\etalk[9]Oh, I'm just finishing up something I'm working on.;\etalk[9]Mmm, solo trato de terminar esto.
;;;What is it?;What is it?;¿Y qué es eso?
;;;I'll leave you to it;I'll leave you to it;Te dejaré terminar
;;Mika;"\etalk[9]...\| Don't judge, but I was making my own fan art
of my favorite K-pop group, Stray Kats ...";"\etalk[9]...\| Don't judge, but I was making my own fan art
of my favorite K-pop group, Stray Kats ...";"\etalk[9]Ah...\| Estaba dibujando a las chicas de Blackrose.
Es mi banda de k-pop favorita."
;;Mika;"\etalk[9]Actually\. I could really use some feedback about
the colors,\. do you think you could help?";"\etalk[9]Actually\. I could really use some feedback about
the colors,\. do you think you could help?";"\etalk[9]Mmm...\. Quizá me podrías dar una mano con los
colores.\. ¿Te gustaría?"
;;Mika;\etalk[9]Really? Thank you so much!;\etalk[9]Really? Thank you so much!;\etalk[9]¡Súper! ¡Ay, esto va a ser tan divertido! 
;;Mika;\etalk[9]Ah, alright! That's fine!;\etalk[9]Ah, alright! That's fine!;"\etalk[9]Tú tranquilo. Ya casi terminaba de
todas formas."
;;Mika;"\etalk[9]...\| Hey, you don't happen to be a master artist,\.
right?";"\etalk[9]...\| Hey, you don't happen to be a master artist,\.
right?";"\etalk[9]...\| Hey,\. ¿tienes un minuto, compañero?"
;;Mika;"\etalk[9]I'm working on this drawing, but I can't figure out
what colors to use...";"\etalk[9]I'm working on this drawing, but I can't figure out
what colors to use ...";"\etalk[9]Es que necesito algunas sugerencias sobre qué
colores usar en unos dibujos que hice..."
;;Mika;"\etalk[9]It's some fan art about my favorite ...\| K-pop\. group.\|
Do you think you could help?";"\etalk[9]It's some fan art about my favorite ...\| K-pop\. group.\|
Do you think you could help?";"\etalk[9]Dibujé cada integrante de mi banda favorita.\|
¿Te gustaría ayudarme con los colores?"
;;Mika;"\etalk[9]Do you think you could help me?
With the colors, you know ...";"\etalk[9]Do you think you could help me?
With the colors, you know ...";"\etalk[9]¿Quisieras darme una ayudita con los
colores?"
;;Mika;\etalk[9]Okay, I'll be here. Suffering.;\etalk[9]Okay, I'll be here. Suffering.;"\etalk[9]Okey. Debes estar ocupado. Disculpa.
Yo puedo sola...Creo."
;;;She seems too busy, I might talk to her later.;She seems too busy, I might talk to her later.;Parece ocupada. Hablaré con ella después.
;;Mika;"By the way, Stray Kats like to dye their hair a lot
and wear different contact lenses.";"By the way, Stray Kats like to dye their hair a lot
and wear different contact lenses.";"¿Sabes? A las chicas de Blackrose les encanta
teñirse el pelo antes de cada show."
;;Mika;"Their hair and eyes look different in every
performance!";"Their hair and eyes look different in every
performance!";"Siempre aparecen con un color de cabello o de
ojos distinto."
;;Mika;"Here's the first member, Hayden.\.
She's the main vocalist and lead dancer.";"Here's the first member, Hayden.\.
She's the main vocalist and lead dancer.";"Ella es Hayden.\.
Es la vocalista principal y bailarina líder."
;;Mika;Alright, what should her hair and bow color be?;Alright, what should her hair and bow color be?;"Entonces, ¿qué color te gustaría que sea su
cabello y su lazo?"
;;;\c[2]Red/Pink;\c[2]Red/Pink;\c[2]Rojo
;;;\c[1]Yellow;\c[1]Yellow;\c[1]Amarillo
;;;\c[4]Brown;\c[4]Brown;\c[4]Marrón
;;;\c[3]Cyan;\c[3]Cyan;\c[3]Cian
;;Mika;"You're right, this looks great!\.
The pink really brings out her character!";"You're right, this looks great!\.
The pink really brings out her character!";"¡Quedó fabuloso!\.
El rojo sí que resalta su personalidad enérgica."
;;Mika;...\| It's okay.;...\| It's okay.;...\| Está bien.
;;Mika;"You're right, this looks great!\.
It's her natural hair color, so it makes sense!";"You're right, this looks great!\.
It's her natural hair color, so it makes sense!";"¡Oh, se ve tan linda con ese!\.
De hecho, ese es su color natural; por si no sabías."
