﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿Change;Excluded;Name;Original;en;es-latam
;;Mika;"\etalk[9]...\| Hey, you don't happen to be a master artist,\.
right?";"\etalk[9]...\| Hey, you don't happen to be a master artist,\.
right?";
;;Mika;"\etalk[9]I'm working on this drawing, but I can't figure out
what colors to use...";"\etalk[9]I'm working on this drawing, but I can't figure out
what colors to use ...";
;;Mika;"\etalk[9]It's some fan art about my favorite ...\| K-pop\. group.\|
Do you think you could help?";"\etalk[9]It's some fan art about my favorite ...\| K-pop\. group.\|
Do you think you could help?";
;;Mika;"\etalk[9]Do you think you could help me?
With the colors, you know ...";"\etalk[9]Do you think you could help me?
With the colors, you know ...";
;;Mika;\etalk[9]Okay, I'll be here. Suffering.;\etalk[9]Okay, I'll be here. Suffering.;
;;;She seems too busy, I might talk to her later.;She seems too busy, I might talk to her later.;
;;Mika;"By the way, Stray Kats like to dye their hair a lot
and wear different contact lenses.";"By the way, Stray Kats like to dye their hair a lot
and wear different contact lenses.";
;;Mika;"Their hair and eyes look different in every
performance!";"Their hair and eyes look different in every
performance!";
;;Mika;"Here's the first member, Hayden.\.
She's the main vocalist and lead dancer.";"Here's the first member, Hayden.\.
She's the main vocalist and lead dancer.";
;;Mika;Alright, what should her hair and bow color be?;Alright, what should her hair and bow color be?;
;;;\c[2]Red/Pink;\c[2]Red/Pink;
;;;\c[1]Yellow;\c[1]Yellow;
;;;\c[4]Brown;\c[4]Brown;
;;;\c[3]Cyan;\c[3]Cyan;
;;Mika;"You're right, this looks great!\.
The pink really brings out her character!";"You're right, this looks great!\.
The pink really brings out her character!";
;;Mika;...\| It's okay.;...\| It's okay.;
;;Mika;"You're right, this looks great!\.
It's her natural hair color, so it makes sense!";"You're right, this looks great!\.
It's her natural hair color, so it makes sense!";
;;Mika;"You're right, this looks great!\.
Cyan's one of my favorite colors too, hehe.";"You're right, this looks great!\.
Cyan's one of my favorite colors too, hehe.";
;;Mika;Okay, and her eye color?;Okay, and her eye color?;
;;;\c[6]Blue;\c[6]Blue;
;;;\c[2]Red;\c[2]Red;
;;;\c[5]Purple;\c[5]Purple;
;;Mika;Looks good enough.;Looks good enough.;
;;Mika;"Next up is her outfit, what should the main
color be?";"Next up is her outfit, what should the main
color be?";
;;;\c[7]Blue;\c[7]Blue;
;;;White;White;
;;;\c[9]Dark Blue;\c[9]Dark Blue;
;;Mika;"Yes, it's really coming together!\|
This is one of her more popular outfits!";"Yes, it's really coming together!\|
This is one of her more popular outfits!";
;;Mika;"Yes, it's really coming together!\|
I really like this specific outfit ...";"Yes, it's really coming together!\|
I really like this specific outfit ...";
;;Mika;Yes, it's really coming together!;Yes, it's really coming together!;
;;Mika;"They wore this one on the special anniversary
show of Stray Kats!";"They wore this one on the special anniversary
show of Stray Kats!";
;;Mika;"I don't think they've worn something like
this before!";"I don't think they've worn something like
this before!";
;;Mika;"And finally, the second color for her outfit!
What would fit well?";"And finally, the second color for her outfit!
What would fit well?";
;;;\c[8]Pink;\c[8]Pink;
;;;\c[10]Green;\c[10]Green;
;;Mika;You're right, this looks good!;You're right, this looks good!;
;;Mika;Oh my god,\. it's perfect!;Oh my god,\. it's perfect!;
;;Mika;"Before we move on, I wanted to say that they
usually all match each other's outfit and colors!";"Before we move on, I wanted to say that they
usually all match each other's outfit and colors!";
;;Mika;"I could re-use the same colors for the
other two, or we could have three different ones!";"I could re-use the same colors for the
other two, or we could have three different ones!";
;;;Different outfits;Different outfits;
;;;Re-use colors;Re-use colors;
;;Mika;Okay! Let's get started with Jiyu!;Okay! Let's get started with Jiyu!;
;;Mika;"Here's my drawing of Jiyu! She's the lead vocalist,
and the other lead dancer!";"Here's my drawing of Jiyu! She's the lead vocalist,
and the other lead dancer!";
;;Mika;Okay, what color should her hair be?;Okay, what color should her hair be?;
;;Mika;Right, red is a great option!;Right, red is a great option!;
;;Mika;Right, yellow is a great option!;Right, yellow is a great option!;
;;Mika;Right, brown is a great option!;Right, brown is a great option!;
;;Mika;Right, cyan is a great option!;Right, cyan is a great option!;
;;Mika;"That looks great!
They look so shiny ...";"That looks great!
They look so shiny ...";
;;Mika;And now her outfit! What could be the main color?;And now her outfit! What could be the main color?;
;;Mika;That works!;That works!;
;;Mika;And finally, the second color for her outfit?;And finally, the second color for her outfit?;
;;Mika;I'm really happy with how this one turned out!;I'm really happy with how this one turned out!;
;;Mika;One more member left!;One more member left!;
;;Mika;"Here's Haeri. She is the leader of Stray Kats, and
the main vocalist and rapper!";"Here's Haeri. She is the leader of Stray Kats, and
the main vocalist and rapper!";
;;Mika;What color for the hair?;What color for the hair?;
;;Mika;Yes! That looks good!;Yes! That looks good!;
;;Mika;Hmm, it looks okay.;Hmm, it looks okay.;
;;Mika;"Not that it's bad, but I think another color
would have been better!";"Not that it's bad, but I think another color
would have been better!";
;;Mika;And now her eye color ...;And now her eye color ...;
;;Mika;Okay, I like this ...;Okay, I like this ...;
;;Mika;And the main color of the outfit?;And the main color of the outfit?;
;;Mika;Yeah, that's good!;Yeah, that's good!;
;;Mika;And finally! The second color ...;And finally! The second color ...;
;;Mika;It looks great, I love how she looks here!;It looks great, I love how she looks here!;
;;Mika;We're finally done!;We're finally done!;
;;Mika;"Alright, give me a second to fill in the other
members ...";"Alright, give me a second to fill in the other
members ...";
;;Mika;"\etalk[9]That looks amazing!\.
Thank you so much for your help!";"\etalk[9]That looks amazing!\.
Thank you so much for your help!";
;;Mika;\etalk[9]I want to give you this, as a little thank you!;\etalk[9]I want to give you this, as a little thank you!;
;;Mika;"\etalk[9]It's a CD from Stray Kats, the group I was
drawing!";"\etalk[9]It's a CD from Stray Kats, the group I was
drawing!";
;;Mika;\etalk[9]I'll see ya around!;\etalk[9]I'll see ya around!;
;;Mika;\etalk[9]Thanks again!;\etalk[9]Thanks again!;
;;Mika;"\etalk[9]I was thinking of posting it online, do you
think Stray Kats might see it?";"\etalk[9]I was thinking of posting it online, do you
think Stray Kats might see it?";
;;;The door is locked.;The door is locked.;
;;;"I guess they wouldn't want random students
entering the teacher's lounge.";"I guess they wouldn't want random students
entering the teacher's lounge.";
;;;"Despite being really curious about what’s behind
the door,\. it’s still locked.";"Despite being really curious about what’s behind
the door,\. it’s still locked.";
;;;Nope, still locked.;Nope, still locked.;
;;;You try to open the door.;You try to open the door.;
;;;"You’ve given it everything,\. but the door remains
closed.";"You’ve given it everything,\. but the door remains
closed.";
;;;It's a toolbox, filled with all kinds of tools.;It's a toolbox, filled with all kinds of tools.;
;;;"Cool ""Guy"" McCoolson";"Cool ""Guy"" McCoolson";
;;"Cool ""Guy"" McCoolson";"\etalk[24]I'm actually supposed to be in class
right now...";"\etalk[24]I'm actually supposed to be in class
right now ...";
;;"Cool ""Guy"" McCoolson";\etalk[24]... But I'd rather stay with Tuffy.;\etalk[24]... But I'd rather stay with Tuffy.;
;;;Tuffy;Tuffy;
;;Tuffy;\etalk[25]Awesome.;\etalk[25]Awesome.;
;;;Vee;Vee;
;;Vee;What do you want? You've got something to say?;What do you want? You've got something to say?;
;;Vee;Wasting my time ...;Wasting my time ...;
;;Vee;"What is your problem?
That was really loud!";"What is your problem?
That was really loud!";
;;;Do you want some tea?;Do you want some tea?;
;;Vee;...\| Tea?;...\| Tea?;
;;Vee;"Why would you offer me tea?\|
I mean, I'd really like that ...";"Why would you offer me tea?\|
I mean, I'd really like that ...";
;;Vee;... But why? You don't even know me.;... But why? You don't even know me.;
;;;It looks like you need it;It looks like you need it;
;;;Thought you might like it;Thought you might like it;
;;Vee;"You know, I used to love tea ...\|
My grandma used to make it for me all the time.";"You know, I used to love tea ...\|
My grandma used to make it for me all the time.";
;;Vee;"Thanks ...\. I suppose.\|
I'm sorry I was acting mean and stuff ...";"Thanks ...\. I suppose.\|
I'm sorry I was acting mean and stuff ...";
;;Vee;"I used to get pushed around a lot when
I was younger.";"I used to get pushed around a lot when
I was younger.";
;;Vee;"The taller kids would always pick on me, so I
started defending myself, but it's tough.";"The taller kids would always pick on me, so I
started defending myself, but it's tough.";
;;Vee;"I'm really not mean-hearted, but it's kinda become
second nature to act this way.";"I'm really not mean-hearted, but it's kinda become
second nature to act this way.";
;;Vee;"I actually really enjoy reading and writing 
poetry, it used to be my only way to escape.";"I actually really enjoy reading and writing 
poetry, it used to be my only way to escape.";
;;Vee;... I could share some of my work if you'd like.;... I could share some of my work if you'd like.;
;;;I love poetry;I love poetry;
;;Vee;... You do?;... You do?;
;;Vee;I guess I'm not the only one here!;I guess I'm not the only one here!;
;;Vee;Here you go.;Here you go.;
;;Vee;"Thanks for the tea, I'll have to try it out once
I'm home ...";"Thanks for the tea, I'll have to try it out once
I'm home ...";
;;Vee;Could you please stop that?;Could you please stop that?;
;;;Tripp;Tripp;
;;Tripp;I've been sitting here for God knows how long.;I've been sitting here for God knows how long.;
;;Tripp;"I could stand up anytime I want to, but it just feels
nice sitting here.";"I could stand up anytime I want to, but it just feels
nice sitting here.";
;;;Aria;Aria;
;;Aria;"I hate the stuff they play on the radio, that 'pop'
stuff is overrated.";"I hate the stuff they play on the radio, that 'pop'
stuff is overrated.";
;;Aria;"I've got mixtapes of the best underground bands,
and unlike the stuff you hear on radio, it's good.";"I've got mixtapes of the best underground bands,
and unlike the stuff you hear on radio, it's good.";
;;;I've got something underground;I've got something underground;
;;Aria;"Really? It better be something I know, like
Blue Day.";"Really? It better be something I know, like
Blue Day.";
;;Aria;"K-pop? You call this underground?
This is gonna suck ...";"K-pop? You call this underground?
This is gonna suck ...";
;;Aria;You know what? This doesn't sound terrible ...;You know what? This doesn't sound terrible ...;
;;Aria;Yeah! I might be into this stuff! K-pop!;Yeah! I might be into this stuff! K-pop!;
;;Aria;Where did you get this CD?;Where did you get this CD?;
;;;Mika gave it;Mika gave it;
;;;I found it;I found it;
;;Aria;"I might have to go talk to her about it!\|
I mean ...\.\. have a chat with her.";"I might have to go talk to her about it!\|
I mean ...\.\. have a chat with her.";
;;Aria;... She seems cool.;... She seems cool.;
;;Aria;No way, this is like a hidden gem!;No way, this is like a hidden gem!;
;;Aria;...\| I mean, yeah. It's cool.;...\| I mean, yeah. It's cool.;
;;Aria;Yeah, this is good music.;Yeah, this is good music.;
;;Aria;...\. Okay.;...\. Okay.;
;;;Potato;Potato;
;;Potato;yes yes yes i am but a small potato boy;yes yes yes i am but a small potato boy;
;;Potato;yes yes this is some groovy music;yes yes this is some groovy music;
;;Potato;potato boy enjoys;potato boy enjoys;
;;Potato;potato boy thinks the trumpet is funny;potato boy thinks the trumpet is funny;
;;Potato;haha toot;haha toot;
;;;"""Yeahhh!
Society sucks, love hurts, screw everything!""";"""Yeahhh!
Society sucks, love hurts, screw everything!""";
;;;Insert CD;Insert CD;
;;Aria;Hey! What do you think you're doing?;Hey! What do you think you're doing?;
;;Aria;"K-pop? Are you serious?\!
Stop touching my boombox!";"K-pop? Are you serious?\!
Stop touching my boombox!";
